*	name	Duo3.0 Sentence
*	card-order	3
*	repeat-missed	1
*	timer-force-wrong	1
*	card-theme	Chalkboard - Clear 2
*	tsv	true
Text 1	Text 2
トムは酔っぱらうと下品になって、人に不快な思いをさせるから、近づいちゃだめだよ。	When Tom gets drunk, he gets crude and offensive. Stay away from him.
彼女がほのめかしていることを彼はほとんど理解できなかった。	He could hardly comprehend what she was implying.
女の子の前でからかわれて、ボブは恥ずかしかった。	Bob felt embarrassed when he was teased in front of some girls.
彼の曖昧な返事はなおさら彼女をいらいらさせた。	His ambiguous reply made her all the more irritated.
ボブはとても臆病で女の子とおしゃべりすると赤面してしまう。	Bob is very timid and blushes when chatting with girls.
ニックは地方出身者なら誰であろうと見下している。	Nick looks down on anyone who comes from a rural area.
「どうしたの、ボブ？そんなに暗い顔をして。」「ほっといてくれよ。君には関係ないことだ。」	What's the matter, Bob? You look so miserable. Leave me alone. It's none of your business.
ボブは変装していたけれども、一目で彼だとわかった。	Although Bob was in disguise, I recognized him at a glance.
「何をくすくす笑ってるんだ？」「ボブ、トレーナーが後ろ前だよ。」「あっ！」	What are you chuckling about? Bob, you have your sweatshirt on backwards! Oops!
彼は友達作りが苦手で、いつもひとりぼっちでいる。	He is not good at making friends and always keeps to himself.
自分が受け入れられる場所を見つけられず、彼は極度の不安と孤独に陥っていた。	Having found no place he felt he belonged, he was extremely uneasy and lonely.
新しい環境に順応するのはかなり大変なことだとわかった。	I found it pretty hard to adjust to my new surroundings.
ああいう洗練された人たちの中で、自分はまったく場違いな気がした。	I felt utterly out of place among those sophisticated people.
正直言って、私はクラシック音楽は好きじゃない。かたや、モリーのほうは完全にはまっている。	To tell the truth, I don't like classical music. On the other hand, Molly is really into it.
ボブは昆虫の観察に楽しみを感じている。	Bob derives pleasure from observing insects.
「気分転換にトランプか何かしない？」「わるいけど、そういう気分じゃないよ。」	How about playing cards or something for a change? Sorry, I'm not up for it.
「お先にどうぞ。」「いや、あなたの方こそお先にどうぞ。」「すみません。」「どういたしまして。」	"After you. ""No pleasure, you go ahead."" ""Thanks."" ""You're welcome."""
彼の姪は年の割には社交的で大人だ。二十代と言っても通用する。	His niece is sociable and mature for her age. She could pass for twenty-something.
「じゃあね。家族のみんなによろしく。」「ああ。またね。」	Take care of yourself and say hi to your family for me. I will. See you later.
お返事頂けるのを楽しみにしております。敬具	I'm looking forward to hearing from you. Sincerely,
ちょっと時間を割いてくれませんか？二人にとって大事なことを話し合いたいんです。	Can you spare a minute? I'd like to discuss something of importance to both of us.
あなたには些細なことに思えるかもしれませんが、私にとってそれは注意すべきことなんです。	It may seem trivial to you but for me it's worth paying attention to.
ボブについて言えば、彼はどんなことでも受け入れるタイプだが、対照的にジェーンはとても慎重派だ。	As far as Bob is concerned, anything goes. By contrast, Jane is very cautious.
気まずい沈黙の後、ビルは彼女の手を取って上の階に引っ張って行った。	After an awkward pause, Bill took her by the hand and dragged her upstairs.
ビルはただモニカを慰めたかっただけなのに、彼女は彼が自分に気があるのだと解釈した。	Bill just wanted to comfort Monica, but she interpreted it as romantic interest.
彼女が熟睡しているのを確かめて、彼はこっそり部屋を抜け出して旅立った。	After making sure she was sound asleep, he crept out of the room and set off.
ここだけの話だけど、リサ、女の人を熱く抱擁してるニックを見ちゃったんだ。	Between you and me, Lisa, I came across Nick passionately embracing a woman.
そういう発言は誤解を招きやすい。	Such a remark is open to misunderstanding.
「もう我慢できないっ！」「落ち着けよ。すぐそこに行くから。」	"I can't stand it anymore! ""Calm down. I'll come over as soon as possible."""
そんなこと真に受けちゃだめだよ。彼は大げさに言う傾向があるから。	Don't take it literally. He is inclined to exaggerate.
「リサを馬鹿にしたことを謝るべきだわ。今回はやりすぎよ。」「ああ、そうするよ。その内彼女の機嫌が直ったらね。」	"You should apologize to Lisa for making fun of her. ""You went too far this time. Yeah .. I will, sometime when she's in a better mood."""
「リサ、ニックとうまくやってる？」「時々、離婚を考えることがあるわ。」「冗談だろ！」	"Lisa, are you getting along with Nick? ""Once in a while, I think of divorcing him."" ""You must be kidding!"""
彼女は泣きながら、彼からの手紙をめちゃくちゃに引き裂いて捨てた。	In tears, she tore up his letter and threw it away.
「ジェニファーにずっとだまされていたのが分かってきたよ。」「何てうぶなの。彼女の本性が見抜けなかったの？」	"It dawned on me that I had been taken in by Jennifer all along. ""How naive! Didn't you see through her?"""
実際、彼女は誰かと付き合っているけれども、僕は彼女を諦めない。	Even though she is seeing someone else, I won't give her up.
「やあ、ジェーン。最近どう？」「別に。あなたは？」「ジェニファーと結婚したんだ。」「ええっ、おめでとう！」	"Hi, Jane. What's up? ""Not much. How about you?"" ""I got married to Jennifer."" ""Wow! Congratulations!"""
大変なことがあったり、落ち込んだりしたときはいつでも、私があなたのそばにいるわ。	Whenever you're in trouble or feeling down, I'll be there for you.
「喜び」は「悲しみ」の反対です。	"Delight is the opposite of ""sorrow."""
「ジェニファーは僕をばか呼ばわりまでして、しかもそれを撤回しないんだ。」「自業自得よ！あなたからけしかけたんでしょう？」	"Jennifer went so far as to call me an idiot and she wouldn't take it back. ""Serves you right! You provoked her, didn't you?"""
「彼女の傲慢さにどうして我慢しているの？利用されているだけよ。」「うるさい！」	"Why do you put up with her arrogance? She's just taking advantage of you. ""Shut up!"""
慌てなくていいですよ。そのことをじっくり考えるには、2、3日必要でしょうから。	Take your time. I know you need a couple of days to reflect on it.
ボブは自分の力でこの厳しい試練を乗り切らなければいけない。	Bob has to get through this ordeal on his own.
「ジェニファーにだまされた！」「彼女を信じないくらいの分別があっても良かったのに。」	"Jennifer deceived me! ""You should have known better than to trust her."""
トムは自分の人生の多くを無駄にしてきたことを後悔した。	Tom regretted having wasted a great deal of his life.
自分の思春期を振り返ると、いつも憂鬱な気分になる。	I cannot look back on my adolescence without feeling depressed.
「ジェニファーが俺をふって他の男のところにいったよ。」「えっ、それは辛いわね。」「そうでもないよ。慣れてるよ。」	"Jennifer left me for another guy. ""Oh, you must be upset."" ""Not really. I'm used to it."""
「彼女が見送りに来なかったのも当然だよ。」「どうして？」「二人は別れたんだ。」「えっ、かわいそうに！」	"No wonder she didn't show up to see him off. ""How come?"" ""They broke up."" ""Oh, what a pity!"""
「ここで自分一人だけ生きていくなんて拷問だ」と彼はすすり泣きして言った。	Living here all by myself is torture! he sobbed.
「正直言うと私、ケンに夢中なの。だって、勇敢で自分に自信を持っていて、それに危険を冒すことを決して恐れないでしょ。」「私ならデートに誘うわ。」	"To be honest, I'm crazy about Ken because he's brave, self-confident, and never afraid of taking risks. ""If I were you, I'd ask him out!"""
「ずいぶん長い間、ジェニファーとは付き合ったり別れたりの繰り返しだよ。」「相変わらず優柔不断ね。そろそろ落ち着いたらどう？」	"I've been going with Jennifer on and off for ages. ""You're as indecisive as ever. Isn't it """
ハエと蚊が彼の瞑想の邪魔をした。	Flies and mosquitoes interfered with his meditation.
2度の延期の後、その神聖な儀式は執り行われた。	The sacred ritual took place after being postponed twice.
お坊さんが突然大声で笑い出し、厳粛な雰囲気を台無しにした。	All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere.
咳、くしゃみ、あくびをするときは口を手で隠しなさい。	Cover your mouth when you cough, sneeze, or yawn.
「彼女の親戚が3日前に亡くなったんだ。」「えっ、それは大変ね。お気の毒だわ。」	"One of her relatives passed away three days ago. ""Oh, that's too bad. I'm so sorry."""
彼女は葬儀に参列するだけでなく、すべての段取りをつけなければならない。	Besides attending the funeral, she needs to make all the arrangements.
「ジェーン、気持ちは分かるよ。悲しみはすぐに消えるものじゃない。」「大丈夫。乗り越えてみせるわ。	"I feel for you, Jane. Grief doesn't fade away quickly. ""I'm OK. I'll get over it."""
彼女は子供の頃のかけがえのない思い出を大切にしている。	She cherishes the precious memories of her childhood.
「ジェニファーと言えば、彼女、実業家と婚約したんだよ。」「あきれてものが言えないわ。破談にならなきゃいいけどね。」	"Speaking of Jennifer, she got engaged to a businessman. ""I'm at a loss for words! I hope she won't break it off."""
近頃では、結婚の動機は必ずしも純粋とは限らない。例えば、ジェニファーを見てごらんよ。	These days, the motives for marriage are not necessarily pure. Take Jennifer for example.
ボブにはやさしく接してあげてくれよ。ほら、彼は最近ずっと辛いこと続きなんだ。	Go easy on Bob. You know, he's been going through a rough period recently.
「ところで、今何時？」「えーっと、8時15分前だよ。」	"By the way, do you have the time? ""Let's see .. it's a quarter to eight."""
「ボブ、今日はこの辺までにしましょう。お腹がぺこぺこ。」「ああ。晩飯は僕がおごるよ。」	"Let's call it a day, Bob. I'm starved. ""Yep. I'll buy you dinner."""
